user_id,registration_date,first_touch_channel,first_touch_campaign_id,user_type,user_role,company_name,company_industry,company_size_category,country,supplier_capabilities_text,user_feedback_text,total_rfq_value_submitted_buyer,total_deals_won_value_supplier,ltv_actual_or_predicted,is_paying_customer,churn_date
USER00230,2023-08-02,Organic Search,,Supplier,Business Owner,Cruz Inc,Construction Equipment,Startup (1-10 emp),USA,,,0.0,5326.99,7148.57,True,
USER00231,2023-03-26,Partner Referral,,Supplier,Sales Director,Johnson Ltd,General Industrial,Small Business (11-50 emp),USA,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",,0.0,0.0,0.0,False,
USER00232,2022-03-07,Organic Search,,Buyer,Operations Director,"Haley, May and Williams",Aerospace & Defense,Startup (1-10 emp),Canada,,,4751.41,0.0,11410.72,True,
USER00233,2022-07-23,LinkedIn Ads,CAMP0007,Buyer,Procurement Manager,Greene-Davis,Construction Equipment,Startup (1-10 emp),Germany,,,0.0,0.0,0.0,False,
USER00234,2022-09-08,SEO Blog,CAMP0045,Buyer,Procurement Manager,Booth Ltd,Electronics & Semiconductors,Medium Business (51-200 emp),Australia,,,715.79,0.0,741.97,True,
USER00235,2024-08-25,Webinar Platform,,Supplier,Business Owner,Chen-Burns,General Industrial,Small Business (11-50 emp),Mexico,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,7291.61,4441.69,True,
USER00236,2022-04-10,Google Ads,CAMP0004,Supplier,Sales Director,Foley-Lucero,Renewable Energy,Enterprise (1000+ emp),Germany,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",,0.0,383.99,465.94,True,
USER00237,2023-03-07,SEO Blog,CAMP0022,Buyer,R&D Lead,Acosta-Blanchard,Robotics & Automation,Enterprise (1000+ emp),India,,,2110.47,0.0,4448.02,True,
USER00238,2023-07-23,Webinar Platform,CAMP0039,Buyer,Sourcing Specialist,"Johnson, Terry and Roth",Renewable Energy,Small Business (11-50 emp),USA,,The RFQ process was smooth and effective.,0.0,0.0,0.0,False,
USER00239,2024-07-05,Webinar Platform,CAMP0029,Buyer,Sourcing Specialist,Hogan-Navarro,Medical Devices,Small Business (11-50 emp),United Kingdom,,Easy to navigate and find what I need.,13290.59,0.0,11130.19,True,
USER00240,2024-03-25,Partner Referral,,Supplier,Production Head,Spencer-Sanders,General Industrial,Medium Business (51-200 emp),Mexico,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,0.0,0.0,False,
USER00241,2023-11-24,Display Network,CAMP0016,Buyer,R&D Lead,Jones Inc,Construction Equipment,Small Business (11-50 emp),Turkey,,,0.0,0.0,0.0,False,
USER00242,2023-11-04,Direct,,Supplier,Account Manager,Fernandez-Chavez,Aerospace & Defense,Large Company (201-1000 emp),Puerto Rico,,,0.0,0.0,0.0,False,
USER00243,2024-09-02,Direct,,Supplier,Account Manager,Robinson Ltd,General Industrial,Small Business (11-50 emp),Australia,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",,0.0,0.0,0.0,False,
USER00244,2025-04-29,Google Ads,CAMP0046,Supplier,Sales Director,Peterson Inc,General Industrial,Large Company (201-1000 emp),Germany,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",No major issues encountered during use.,0.0,2458.9,2069.37,True,
USER00245,2025-01-24,Display Network,CAMP0017,Buyer,Operations Director,Collins PLC,Aerospace & Defense,Startup (1-10 emp),Canada,,,7399.62,0.0,9776.55,True,
USER00246,2023-12-05,LinkedIn Ads,CAMP0026,Prospect,,,,,Germany,,,0.0,0.0,0.0,False,
USER00247,2024-06-15,Partner Referral,,Buyer,Procurement Manager,Johnson-Rodriguez,Electronics & Semiconductors,Startup (1-10 emp),USA,,,0.0,0.0,0.0,False,
USER00248,2024-03-04,LinkedIn Ads,CAMP0011,Buyer,Procurement Manager,Barnes Group,Electronics & Semiconductors,Medium Business (51-200 emp),USA,,The RFQ process was smooth and effective.,0.0,0.0,0.0,False,
USER00249,2023-04-08,Display Network,CAMP0018,Supplier,Account Manager,Singleton-Bennett,Renewable Energy,Large Company (201-1000 emp),Mexico,"Electronic Contract Manufacturing (ECM); PCB Assembly (SMT, PTH); Cable Harnesses; Box Builds; Functional Testing",,0.0,585.42,483.27,True,
USER00250,2023-06-18,SEO Blog,,Buyer,Operations Director,Vargas Ltd,Robotics & Automation,Medium Business (51-200 emp),Mexico,,,6553.82,0.0,7027.92,True,
USER00251,2024-01-02,Webinar Platform,CAMP0012,Buyer,Procurement Manager,"Lawson, Rodriguez and Garcia",Electronics & Semiconductors,Startup (1-10 emp),Angola,,,0.0,0.0,0.0,False,
USER00252,2025-05-29,Email Drip,CAMP0009,Buyer,Operations Director,Barry-Moore,Automotive Manufacturing,Startup (1-10 emp),USA,,,6519.58,0.0,10864.52,True,
USER00253,2024-09-03,Google Ads,CAMP0046,Supplier,Production Head,Bean Inc,General Industrial,Large Company (201-1000 emp),India,Metal Stamping; Progressive Die; Deep Drawing; Secondary Operations; High Volume Production,,0.0,8660.78,3861.16,True,
USER00254,2023-06-29,Display Network,CAMP0017,Buyer,Procurement Manager,"Clark, Jimenez and Anderson",General Industrial,Medium Business (51-200 emp),Germany,,,0.0,0.0,0.0,False,
USER00255,2022-05-15,LinkedIn Ads,CAMP0007,Buyer,Operations Director,"Mcbride, Murphy and Reid",Aerospace & Defense,Small Business (11-50 emp),Canada,,,0.0,0.0,0.0,False,
USER00256,2023-12-23,LinkedIn Ads,CAMP0002,Supplier,Sales Director,Simmons PLC,Medical Devices,Medium Business (51-200 emp),Germany,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",,0.0,6742.56,11360.14,True,
USER00257,2022-12-26,Webinar Platform,CAMP0024,Buyer,Operations Director,Bright-Garcia,Medical Devices,Large Company (201-1000 emp),Timor-Leste,,,0.0,0.0,0.0,False,
USER00258,2024-09-07,Webinar Platform,CAMP0034,Buyer,R&D Lead,Ortiz-Woods,Robotics & Automation,Small Business (11-50 emp),United Kingdom,,Encountered a few bugs while submitting my RFQ.,1087.73,0.0,1540.45,True,2024-10-29
USER00259,2025-01-10,Google Ads,CAMP0004,Supplier,Production Head,Ramirez PLC,Aerospace & Defense,Small Business (11-50 emp),Australia,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,0.0,0.0,False,
USER00260,2025-01-30,Webinar Platform,CAMP0039,Buyer,Design Engineer,Trujillo and Sons,General Industrial,Large Company (201-1000 emp),Greece,,,0.0,0.0,0.0,False,
USER00261,2024-01-17,SEO Blog,CAMP0031,Supplier,Production Head,Caldwell-Rivera,Automotive Manufacturing,Medium Business (51-200 emp),Germany,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,The RFQ process was smooth and effective.,0.0,3879.48,6526.49,True,
USER00262,2024-04-08,LinkedIn Ads,CAMP0028,Supplier,Production Head,"Lopez, Thompson and Valentine",Medical Devices,Startup (1-10 emp),USA,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",,0.0,3885.61,7239.12,True,
USER00263,2022-12-13,Partner Referral,,Buyer,Operations Director,"Graham, Scott and Lowe",Automotive Manufacturing,Large Company (201-1000 emp),Germany,,,0.0,0.0,0.0,False,
USER00264,2022-07-19,Display Network,CAMP0017,Buyer,Operations Director,Brown LLC,General Industrial,Enterprise (1000+ emp),Germany,,,5234.84,0.0,8530.76,True,
USER00265,2024-10-19,Email Drip,CAMP0003,Buyer,R&D Lead,"Rose, Schultz and Duncan",Medical Devices,Large Company (201-1000 emp),India,,,0.0,0.0,0.0,False,
USER00266,2023-04-26,SEO Blog,CAMP0022,Buyer,Sourcing Specialist,Sawyer-Cook,Renewable Energy,Enterprise (1000+ emp),Seychelles,,Easy to navigate and find what I need.,0.0,0.0,0.0,False,
USER00267,2023-10-23,Display Network,CAMP0001,Supplier,Production Head,Carter Group,Robotics & Automation,Enterprise (1000+ emp),USA,Metal Stamping; Progressive Die; Deep Drawing; Secondary Operations; High Volume Production,,0.0,5173.13,2331.55,True,
USER00268,2024-02-10,Email Drip,CAMP0042,Buyer,Design Engineer,Smith-Fletcher,Aerospace & Defense,Startup (1-10 emp),United Kingdom,,,4294.98,0.0,4048.26,True,
USER00269,2023-01-30,LinkedIn Ads,CAMP0026,Buyer,Design Engineer,Phillips and Sons,General Industrial,Large Company (201-1000 emp),Australia,,,0.0,0.0,0.0,False,
USER00270,2022-06-30,Webinar Platform,CAMP0044,Buyer,Sourcing Specialist,Schultz-Campbell,Renewable Energy,Large Company (201-1000 emp),India,,The platform is very user-friendly and efficient.,4195.11,0.0,7201.58,True,2022-08-23
USER00271,2023-02-05,Webinar Platform,CAMP0024,Prospect,,,,,Australia,,,0.0,0.0,0.0,False,
USER00272,2024-05-03,Email Drip,CAMP0006,Buyer,Procurement Manager,Fox-Sanchez,Aerospace & Defense,Large Company (201-1000 emp),USA,,,3769.68,0.0,10592.22,True,
USER00273,2023-07-29,SEO Blog,CAMP0045,Buyer,Operations Director,Allison-Miranda,General Industrial,Small Business (11-50 emp),USA,,,408.71,0.0,348.82,True,
USER00274,2024-01-19,Google Ads,CAMP0010,Prospect,,,,,Bahrain,,Response times from support were too slow.,0.0,0.0,0.0,False,
USER00275,2023-03-11,Display Network,CAMP0018,Supplier,Sales Director,"Phillips, Rhodes and Morgan",Construction Equipment,Startup (1-10 emp),Germany,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",Excellent service and quick turnaround!,0.0,4870.1,4821.15,True,
USER00276,2023-11-05,LinkedIn Ads,CAMP0007,Prospect,,,,,India,,,0.0,0.0,0.0,False,
USER00277,2023-05-03,Organic Search,,Buyer,Design Engineer,"Shaw, Bryant and Noble",General Industrial,Small Business (11-50 emp),Mexico,,Excellent service and quick turnaround!,0.0,0.0,0.0,False,
USER00278,2023-12-29,Google Ads,,Buyer,Sourcing Specialist,"Thompson, Edwards and Smith",Robotics & Automation,Large Company (201-1000 emp),Cook Islands,,"The service is standard, nothing exceptional.",14762.69,0.0,10165.83,True,2024-09-10
USER00279,2023-01-06,SEO Blog,CAMP0031,Buyer,Sourcing Specialist,"Smith, Hines and White",Renewable Energy,Startup (1-10 emp),United Kingdom,,I had difficulty finding relevant suppliers for my specific niche.,2116.35,0.0,6702.99,True,
USER00280,2024-07-11,LinkedIn Ads,CAMP0028,Buyer,R&D Lead,Cook-Velasquez,General Industrial,Small Business (11-50 emp),USA,,,0.0,0.0,0.0,False,
USER00281,2022-08-18,Partner Referral,,Buyer,Sourcing Specialist,Daniel-Carter,Medical Devices,Small Business (11-50 emp),Australia,,,0.0,0.0,0.0,False,
USER00282,2023-04-03,Webinar Platform,CAMP0035,Buyer,Operations Director,Harvey Inc,Robotics & Automation,Large Company (201-1000 emp),United Kingdom,,,9086.83,0.0,6373.78,True,
USER00283,2024-10-10,LinkedIn Ads,,Buyer,Operations Director,Mason-Mitchell,General Industrial,Small Business (11-50 emp),Germany,,My go-to for industrial parts.,12050.68,0.0,8065.27,True,
USER00284,2022-11-05,Google Ads,CAMP0046,Buyer,Procurement Manager,Stephens Group,Automotive Manufacturing,Startup (1-10 emp),USA,,The features are adequate for my needs.,0.0,0.0,0.0,False,
USER00285,2024-07-20,SEO Blog,CAMP0025,Prospect,,,,,Canada,,,0.0,0.0,0.0,False,
USER00286,2024-02-14,Email Drip,CAMP0019,Supplier,Sales Director,"Warner, Moore and Cooper",Renewable Energy,Large Company (201-1000 emp),Canada,Metal Stamping; Progressive Die; Deep Drawing; Secondary Operations; High Volume Production,The user interface is a bit clunky and hard to navigate.,0.0,8184.73,4468.67,True,
USER00287,2022-09-28,Organic Search,,Buyer,Design Engineer,Buchanan-Wolfe,Construction Equipment,Large Company (201-1000 emp),Germany,,,4502.15,0.0,3833.02,True,
USER00288,2022-07-22,Partner Referral,CAMP0040,Buyer,Procurement Manager,"Figueroa, Frazier and White",Renewable Energy,Enterprise (1000+ emp),Australia,,,0.0,0.0,0.0,False,
USER00289,2022-03-14,Organic Search,,Buyer,Procurement Manager,Morris and Sons,Renewable Energy,Medium Business (51-200 emp),Tuvalu,,The platform is very user-friendly and efficient.,0.0,0.0,0.0,False,
USER00290,2023-04-10,Webinar Platform,CAMP0039,Supplier,Sales Director,"Delgado, Stone and Parrish",Robotics & Automation,Enterprise (1000+ emp),Germany,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",,0.0,8558.28,4309.7,True,
USER00291,2023-06-30,Display Network,CAMP0049,Buyer,Sourcing Specialist,Maddox-Williams,Renewable Energy,Small Business (11-50 emp),United Kingdom,,,12026.43,0.0,8227.0,True,
USER00292,2023-05-24,Partner Referral,CAMP0005,Buyer,Design Engineer,Dalton LLC,Construction Equipment,Startup (1-10 emp),Australia,,,0.0,0.0,0.0,False,
USER00293,2023-09-22,Partner Referral,,Buyer,R&D Lead,"Moore, Pierce and Perez",Robotics & Automation,Large Company (201-1000 emp),USA,,The search results could be more accurate.,10447.22,0.0,8990.57,True,
USER00294,2022-11-21,LinkedIn Ads,CAMP0028,Buyer,Operations Director,"Joseph, Wilson and Castaneda",Automotive Manufacturing,Medium Business (51-200 emp),Poland,,Highly recommend this for sourcing.,1915.27,0.0,1447.27,True,2023-04-16
USER00295,2022-03-16,Partner Referral,CAMP0040,Buyer,Operations Director,Riley PLC,Electronics & Semiconductors,Startup (1-10 emp),India,,,0.0,0.0,0.0,False,
USER00296,2022-04-02,Webinar Platform,,Supplier,Production Head,"Mooney, Morton and Huerta",Medical Devices,Enterprise (1000+ emp),Germany,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,0.0,0.0,False,
USER00297,2024-01-28,LinkedIn Ads,,Buyer,Operations Director,Terrell Group,Medical Devices,Large Company (201-1000 emp),Mexico,,The verification process for suppliers seems lengthy.,0.0,0.0,0.0,False,
USER00298,2025-04-22,Display Network,CAMP0018,Buyer,Design Engineer,Reid-Owens,Automotive Manufacturing,Medium Business (51-200 emp),Mexico,,,0.0,0.0,0.0,False,
USER00299,2024-12-12,Webinar Platform,,Supplier,Production Head,Carpenter-Harris,Renewable Energy,Medium Business (51-200 emp),India,"Electronic Contract Manufacturing (ECM); PCB Assembly (SMT, PTH); Cable Harnesses; Box Builds; Functional Testing",,0.0,0.0,0.0,False,
USER00300,2025-01-21,Webinar Platform,CAMP0043,Buyer,Design Engineer,Ball Inc,Robotics & Automation,Enterprise (1000+ emp),Australia,,,0.0,0.0,0.0,False,
USER00301,2023-04-27,Organic Search,,Supplier,Account Manager,Diaz PLC,Automotive Manufacturing,Enterprise (1000+ emp),Germany,,,0.0,20692.81,8668.37,True,
USER00302,2022-12-02,SEO Blog,CAMP0032,Buyer,R&D Lead,Parks-Dickerson,Robotics & Automation,Startup (1-10 emp),Canada,,,0.0,0.0,0.0,False,
USER00303,2022-10-12,Partner Referral,CAMP0036,Buyer,Design Engineer,Lane Ltd,Construction Equipment,Medium Business (51-200 emp),India,,,0.0,0.0,0.0,False,
USER00304,2022-07-23,Google Ads,CAMP0014,Prospect,,,,,Guam,,"Average experience, did the job.",0.0,0.0,0.0,False,
USER00305,2022-07-13,Webinar Platform,CAMP0029,Buyer,Design Engineer,Phillips and Sons,Construction Equipment,Small Business (11-50 emp),French Polynesia,,,8869.42,0.0,10125.2,True,
USER00306,2022-04-20,Google Ads,CAMP0046,Supplier,Sales Director,Thomas and Sons,Medical Devices,Enterprise (1000+ emp),Mexico,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified","Resolved my issue promptly, great support.",0.0,0.0,0.0,False,
USER00307,2023-12-05,Direct,,Supplier,Sales Director,Palmer-Smith,Medical Devices,Enterprise (1000+ emp),Australia,"Electronic Contract Manufacturing (ECM); PCB Assembly (SMT, PTH); Cable Harnesses; Box Builds; Functional Testing",,0.0,0.0,0.0,False,
USER00308,2023-07-29,Webinar Platform,CAMP0035,Supplier,Production Head,Roach-Boyd,Medical Devices,Medium Business (51-200 emp),Cameroon,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,3730.9,4250.96,True,
USER00309,2023-03-09,Webinar Platform,CAMP0034,Buyer,R&D Lead,Cantrell LLC,Renewable Energy,Enterprise (1000+ emp),USA,,Highly recommend this for sourcing.,0.0,0.0,0.0,False,
USER00310,2025-05-06,Direct,,Buyer,Procurement Manager,"Hayes, Miller and Morris",Medical Devices,Large Company (201-1000 emp),Mexico,,,10515.43,0.0,10144.77,True,
USER00311,2025-03-05,Partner Referral,CAMP0040,Prospect,,,,,Australia,,,0.0,0.0,0.0,False,
USER00312,2024-10-22,Webinar Platform,CAMP0039,Prospect,,,,,Trinidad and Tobago,,,0.0,0.0,0.0,False,
USER00313,2024-04-21,Partner Referral,CAMP0036,Prospect,,,,,Montserrat,,,0.0,0.0,0.0,False,
USER00314,2023-06-13,Email Drip,CAMP0020,Supplier,Sales Director,Russell LLC,Construction Equipment,Enterprise (1000+ emp),United Kingdom,"Electronic Contract Manufacturing (ECM); PCB Assembly (SMT, PTH); Cable Harnesses; Box Builds; Functional Testing",,0.0,0.0,0.0,False,
USER00315,2023-12-18,Partner Referral,CAMP0040,Supplier,Account Manager,Reynolds PLC,Renewable Energy,Enterprise (1000+ emp),India,,,0.0,15326.02,6609.43,True,
USER00316,2022-11-20,Webinar Platform,CAMP0038,Supplier,Business Owner,Knight Ltd,Electronics & Semiconductors,Enterprise (1000+ emp),India,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,0.0,0.0,False,
USER00317,2023-03-08,Email Drip,CAMP0009,Supplier,Sales Director,Miller-Brown,General Industrial,Large Company (201-1000 emp),Georgia,Metal Stamping; Progressive Die; Deep Drawing; Secondary Operations; High Volume Production,,0.0,13580.17,11072.5,True,
USER00318,2025-04-12,SEO Blog,,Supplier,Sales Director,"Rice, Clark and Steele",General Industrial,Large Company (201-1000 emp),Mexico,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,9475.98,4200.24,True,
USER00319,2025-03-04,Webinar Platform,CAMP0044,Supplier,Business Owner,Moss Group,Renewable Energy,Startup (1-10 emp),Saint Lucia,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,0.0,0.0,False,
USER00320,2025-02-24,Display Network,CAMP0001,Buyer,Operations Director,Patterson and Sons,Construction Equipment,Medium Business (51-200 emp),United Kingdom,,,7841.53,0.0,10165.31,True,
USER00321,2022-07-17,SEO Blog,CAMP0015,Supplier,Sales Director,"Sherman, Caldwell and Carter",Robotics & Automation,Enterprise (1000+ emp),Germany,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,0.0,0.0,False,
USER00322,2022-11-26,LinkedIn Ads,CAMP0027,Supplier,Sales Director,Coffey-Gonzalez,Aerospace & Defense,Small Business (11-50 emp),India,,,0.0,13643.28,9134.5,True,
USER00323,2025-03-01,Partner Referral,,Buyer,Design Engineer,Scott-Diaz,Aerospace & Defense,Startup (1-10 emp),Canada,,,0.0,0.0,0.0,False,
USER00324,2022-12-10,SEO Blog,CAMP0037,Supplier,Business Owner,"Hall, Curtis and Hill",Medical Devices,Large Company (201-1000 emp),Mexico,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,0.0,0.0,False,
USER00325,2024-06-07,Email Drip,,Buyer,Sourcing Specialist,"Bautista, Davis and Pope",General Industrial,Small Business (11-50 emp),Bahamas,,,3623.34,0.0,6540.87,True,
USER00326,2022-11-19,Webinar Platform,CAMP0034,Buyer,Operations Director,Rice and Sons,Medical Devices,Medium Business (51-200 emp),Burkina Faso,,I had difficulty finding relevant suppliers for my specific niche.,0.0,0.0,0.0,False,
USER00327,2024-01-12,Email Drip,CAMP0030,Supplier,Account Manager,Ross PLC,Medical Devices,Startup (1-10 emp),Germany,,,0.0,4550.43,4500.49,True,
USER00328,2023-01-17,Webinar Platform,CAMP0034,Prospect,,,,,United Kingdom,,,0.0,0.0,0.0,False,
USER00329,2024-08-07,Partner Referral,CAMP0023,Buyer,Sourcing Specialist,David-Reyes,Construction Equipment,Large Company (201-1000 emp),United Kingdom,,Top-notch experience overall.,0.0,0.0,0.0,False,
USER00330,2023-08-23,Email Drip,,Buyer,R&D Lead,Sanchez Group,Medical Devices,Startup (1-10 emp),Canada,,,2014.89,0.0,2946.47,True,2024-01-11
USER00331,2025-01-02,Email Drip,CAMP0047,Supplier,Account Manager,"Green, Bell and Thomas",Electronics & Semiconductors,Small Business (11-50 emp),Canada,,My go-to for industrial parts.,0.0,0.0,0.0,False,
USER00332,2023-04-27,Organic Search,,Buyer,Operations Director,"Cain, Rowe and Vincent",Construction Equipment,Medium Business (51-200 emp),Australia,,,4113.39,0.0,8004.54,True,
USER00333,2024-09-22,Display Network,,Supplier,Business Owner,Richards Group,Construction Equipment,Large Company (201-1000 emp),Australia,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",,0.0,16589.24,11158.76,True,
USER00334,2023-06-12,Partner Referral,,Buyer,Operations Director,Thompson-Perez,Robotics & Automation,Enterprise (1000+ emp),Singapore,,,0.0,0.0,0.0,False,
USER00335,2024-02-10,SEO Blog,CAMP0045,Supplier,Account Manager,Calderon-Gross,General Industrial,Small Business (11-50 emp),Mexico,Metal Stamping; Progressive Die; Deep Drawing; Secondary Operations; High Volume Production,,0.0,5297.08,2294.99,True,
USER00336,2022-05-24,Organic Search,,Supplier,Sales Director,Sanchez-Thomas,Robotics & Automation,Medium Business (51-200 emp),Canada,Metal Stamping; Progressive Die; Deep Drawing; Secondary Operations; High Volume Production,,0.0,0.0,0.0,False,
USER00337,2024-08-19,SEO Blog,CAMP0032,Buyer,Operations Director,Lawson-Michael,Construction Equipment,Enterprise (1000+ emp),India,,,8744.93,0.0,10830.82,True,
USER00338,2024-06-17,Display Network,CAMP0018,Supplier,Account Manager,Rodriguez Group,General Industrial,Medium Business (51-200 emp),United Kingdom,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,Top-notch experience overall.,0.0,4340.94,2666.58,True,
USER00339,2024-02-25,SEO Blog,CAMP0031,Buyer,R&D Lead,Smith-Lopez,Construction Equipment,Small Business (11-50 emp),USA,,,4659.09,0.0,3692.72,True,
USER00340,2024-03-28,Email Drip,CAMP0009,Buyer,Procurement Manager,Dunn-Jacobs,General Industrial,Enterprise (1000+ emp),Australia,,,0.0,0.0,0.0,False,
USER00341,2024-03-11,Google Ads,CAMP0010,Supplier,Sales Director,Taylor PLC,Medical Devices,Large Company (201-1000 emp),Mexico,,,0.0,0.0,0.0,False,
USER00342,2024-03-16,Email Drip,CAMP0047,Buyer,Procurement Manager,Carroll-Leonard,Electronics & Semiconductors,Medium Business (51-200 emp),Australia,,Easy to navigate and find what I need.,0.0,0.0,0.0,False,
USER00343,2024-01-16,Email Drip,CAMP0030,Supplier,Production Head,"Nunez, Cordova and Cook",Electronics & Semiconductors,Small Business (11-50 emp),USA,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",,0.0,0.0,0.0,False,
USER00344,2024-09-04,Webinar Platform,CAMP0038,Prospect,,,,,Eritrea,,,0.0,0.0,0.0,False,
USER00345,2024-09-01,SEO Blog,CAMP0022,Buyer,Procurement Manager,"Espinoza, Woods and Clark",Aerospace & Defense,Medium Business (51-200 emp),India,,Loved the quality of suppliers I found.,0.0,0.0,0.0,False,
USER00346,2022-12-28,Display Network,CAMP0008,Supplier,Business Owner,"Thomas, Henderson and Moreno",Medical Devices,Small Business (11-50 emp),United Kingdom,Metal Stamping; Progressive Die; Deep Drawing; Secondary Operations; High Volume Production,My go-to for industrial parts.,0.0,11103.95,11181.41,True,
USER00347,2025-03-15,SEO Blog,,Buyer,Design Engineer,"Silva, Fowler and Smith",Aerospace & Defense,Medium Business (51-200 emp),Denmark,,The platform is very user-friendly and efficient.,0.0,0.0,0.0,False,
USER00348,2024-09-24,Webinar Platform,CAMP0035,Prospect,,,,,United Kingdom,,,0.0,0.0,0.0,False,
USER00349,2023-05-26,LinkedIn Ads,CAMP0002,Supplier,Production Head,Williams-Davis,Aerospace & Defense,Startup (1-10 emp),Canada,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",,0.0,0.0,0.0,False,
USER00350,2024-06-04,Webinar Platform,CAMP0044,Prospect,,,,,Germany,,Loved the quality of suppliers I found.,0.0,0.0,0.0,False,
USER00351,2023-10-19,SEO Blog,CAMP0033,Buyer,Design Engineer,Johnson and Sons,Construction Equipment,Enterprise (1000+ emp),USA,,The pricing information isn't always clear.,0.0,0.0,0.0,False,
USER00352,2024-01-26,Webinar Platform,,Supplier,Sales Director,Stephens Ltd,Aerospace & Defense,Medium Business (51-200 emp),Australia,"Electronic Contract Manufacturing (ECM); PCB Assembly (SMT, PTH); Cable Harnesses; Box Builds; Functional Testing",,0.0,10019.19,11233.75,True,
USER00353,2023-03-03,Organic Search,,Supplier,Sales Director,Cole-Lee,Robotics & Automation,Medium Business (51-200 emp),Australia,,The verification process for suppliers seems lengthy.,0.0,0.0,0.0,False,
USER00354,2024-06-09,Webinar Platform,CAMP0044,Buyer,Procurement Manager,Harris-Fisher,Robotics & Automation,Small Business (11-50 emp),India,,,5584.21,0.0,7836.82,True,
USER00355,2022-07-31,Google Ads,CAMP0010,Prospect,,,,,Timor-Leste,,,0.0,0.0,0.0,False,
USER00356,2023-05-24,SEO Blog,CAMP0031,Buyer,Design Engineer,"Bishop, Soto and Morgan",Construction Equipment,Small Business (11-50 emp),USA,,,0.0,0.0,0.0,False,
USER00357,2023-06-16,SEO Blog,CAMP0045,Buyer,Design Engineer,"Rodriguez, Bolton and Thomas",Renewable Energy,Large Company (201-1000 emp),United Kingdom,,The pricing information isn't always clear.,7605.75,0.0,7131.26,True,
USER00358,2024-06-16,Google Ads,CAMP0010,Buyer,Operations Director,Robbins Group,Robotics & Automation,Small Business (11-50 emp),Australia,,,0.0,0.0,0.0,False,
USER00359,2023-12-30,Webinar Platform,CAMP0039,Supplier,Business Owner,Turner-Jones,Automotive Manufacturing,Medium Business (51-200 emp),Germany,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,5557.93,8607.25,True,2024-01-08
USER00360,2022-05-06,LinkedIn Ads,CAMP0026,Buyer,Operations Director,"Ray, Watson and Morrow",Aerospace & Defense,Enterprise (1000+ emp),Germany,,,13747.86,0.0,11774.7,True,
USER00361,2024-08-19,LinkedIn Ads,,Buyer,Operations Director,"Wade, Hart and Hull",Medical Devices,Large Company (201-1000 emp),Mexico,,,0.0,0.0,0.0,False,
USER00362,2024-12-01,Display Network,CAMP0018,Buyer,Design Engineer,Brandt Ltd,Construction Equipment,Large Company (201-1000 emp),Mexico,,"Resolved my issue promptly, great support.",8507.01,0.0,9359.54,True,
USER00363,2024-11-09,LinkedIn Ads,CAMP0011,Buyer,Operations Director,Ferguson Ltd,Aerospace & Defense,Medium Business (51-200 emp),Belgium,,Easy to navigate and find what I need.,3568.9,0.0,9718.05,True,
