user_id,registration_date,first_touch_channel,first_touch_campaign_id,user_type,user_role,company_name,company_industry,company_size_category,supplier_capabilities_text,country,region,total_rfq_value_submitted_buyer,total_deals_won_value_supplier,ltv_actual_or_predicted,is_paying_customer,churn_date,user_feedback_text,mock_sentiment_score,gemini_sentiment_analysis,gemini_feedback_keywords,gemini_supplier_capability_summary
USER00299,2025-05-20,Referral Partner Site,CAMP0021,Supplier,Business Owner,Ferguson PLC Industries,Aerospace & Defense,Mid-Market (51-500),Injeção Plástica; Ferramentaria,Canada,New Mexico,0.0,19581.11,16454.45,True,,,,,,
USER00300,2025-02-04,Google Ads,CAMP0020,Prospect,,,,,,Canada,Kansas,0.0,0.0,0.0,False,,,,,,
USER00301,2022-05-05,Google Display Network,CAMP0010,Buyer,Procurement Manager,Morales-Davis,Automotive,Corporate (2000+),,China,,4476.48,0.0,7542.63,True,,,,,,
USER00302,2023-09-27,LinkedIn Ads,CAMP0004,Supplier,Marketing Manager,Lynch-Davis Industries,General Manufacturing,Startup (1-10),Corte e Dobra de Chapas; Soldagem MIG/TIG,USA,,0.0,0.0,0.0,False,,,,,,
USER00303,2024-03-21,Google Ads,CAMP0050,Buyer,Operations Manager,"Singleton, Herring and Garza",Energy,Startup (1-10),,Mexico,Wisconsin,0.0,0.0,0.0,False,,Rápido! Activity reason approach cultural sound same a necessary last top capital role set.,0.94,,,
USER00304,2023-01-09,Referral Partner Site,CAMP0021,Supplier,Marketing Manager,Oliver and Sons Solutions,Medical Devices,Large Enterprise (501-2000),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Canada,South Carolina,0.0,0.0,0.0,False,,Adorei! Wear own camera something.,0.67,,,
USER00305,2023-04-11,Google Display Network,CAMP0017,Supplier,Sales Rep,"Phillips, Ortiz and Garcia Corp",Robotics & Automation,Corporate (2000+),,Germany,Iowa,0.0,4693.64,1567.96,True,,,,,,
USER00306,2024-07-05,LinkedIn Ads,CAMP0035,Prospect,,,,,,Mexico,Pennsylvania,0.0,0.0,0.0,False,,Ótimo! Sell other agreement series majority you.,0.74,,,
USER00307,2024-09-16,Google Ads,CAMP0047,Buyer,R&D Specialist,Caldwell-Gould,Automotive,Corporate (2000+),,Brazil,Pennsylvania,0.0,0.0,0.0,False,,,,,,
USER00308,2022-09-29,Google Display Network,CAMP0014,Supplier,Sales Rep,Burton Ltd Solutions,Robotics & Automation,Large Enterprise (501-2000),,Germany,Rhode Island,0.0,0.0,0.0,False,,,,,,
USER00309,2022-05-11,Referral Partner Site,CAMP0006,Supplier,Business Owner,"Smith, Young and Harris Industries",Aerospace & Defense,Startup (1-10),Corte e Dobra de Chapas; Soldagem MIG/TIG,USA,Maryland,0.0,8299.98,2950.8,True,,,,,,
USER00310,2025-05-25,Webinar Platform,CAMP0001,Supplier,Production Manager,Welch-Galloway LLC,Automotive,Corporate (2000+),"Impressão 3D (FDM, SLA); Prototipagem",China,Missouri,0.0,41222.13,16174.94,True,2025-12-10,,,,,
USER00311,2024-10-30,Google Display Network,CAMP0011,Prospect,,,,,,India,,0.0,0.0,0.0,False,,,,,,
USER00312,2025-03-15,Email,CAMP0045,Buyer,Operations Manager,Watson PLC,Aerospace & Defense,Corporate (2000+),,India,Louisiana,27489.78,0.0,13994.12,True,,,,,,
USER00313,2023-08-01,SEO,CAMP0037,Supplier,Sales Rep,Blair LLC Solutions,Medical Devices,Startup (1-10),,Germany,Washington,0.0,15430.18,7360.61,True,,,,,,
USER00314,2023-02-03,Organic Search,,Prospect,,,,,,USA,New Hampshire,0.0,0.0,0.0,False,,,,,,
USER00315,2023-09-01,LinkedIn Ads,CAMP0043,Buyer,Procurement Manager,Huerta Group,Energy,Mid-Market (51-500),,Germany,New Jersey,0.0,0.0,0.0,False,,,,,,
USER00316,2023-05-07,SEO,CAMP0041,Buyer,Operations Manager,"Williamson, Collins and Nelson",Automotive,Corporate (2000+),,USA,Delaware,0.0,0.0,0.0,False,,,,,,
USER00317,2025-02-10,Google Display Network,CAMP0017,Supplier,Marketing Manager,Chapman-Howe Solutions,General Manufacturing,Large Enterprise (501-2000),,Mexico,,0.0,0.0,0.0,False,,Ótimo! Image serious camera analysis analysis too level standard newspaper.,0.57,,,
USER00318,2023-06-14,SEO,CAMP0037,Supplier,Sales Rep,Anderson-Burnett Solutions,Robotics & Automation,Mid-Market (51-500),,India,Iowa,0.0,5349.69,3256.18,True,,Não funciona. Understand between story fish fine find generation west also anyone.,0.39,,,
USER00319,2022-11-18,Google Ads,CAMP0050,Supplier,Production Manager,Foster-Gonzales Solutions,General Manufacturing,Corporate (2000+),Usinagem CNC; Torneamento; Fresamento,Brazil,New Hampshire,0.0,1370.62,1297.95,True,,,,,,
USER00320,2023-11-25,Webinar Platform,CAMP0027,Buyer,Designer,"Gray, Rice and Marshall",General Manufacturing,Large Enterprise (501-2000),,USA,Tennessee,0.0,0.0,0.0,False,,,,,,
USER00321,2022-01-31,LinkedIn Ads,CAMP0026,Buyer,Engineer,Anderson-Kim,General Manufacturing,Corporate (2000+),,Germany,Nevada,10127.89,0.0,11628.66,True,,,,,,
USER00322,2024-07-24,Email,CAMP0012,Supplier,Business Owner,Holt Group Manufacturing,Automotive,Corporate (2000+),"Impressão 3D (FDM, SLA); Prototipagem",Canada,Maryland,0.0,26026.98,10673.07,True,,,,,,
USER00323,2022-03-05,SEO,,Supplier,Production Manager,"Williams, Johnson and Riley Solutions",Aerospace & Defense,Corporate (2000+),Injeção Plástica; Ferramentaria,China,Mississippi,0.0,23526.87,9569.67,True,2022-04-17,,,,,
USER00324,2025-02-08,Referral Partner Site,CAMP0021,Supplier,Marketing Manager,Jones Ltd Solutions,Construction Equipment,Corporate (2000+),Usinagem CNC; Torneamento; Fresamento,China,,0.0,16818.72,9273.36,True,,Resolveu meu problema! Really economy rather together pass sing avoid book boy half job pattern write.,0.82,,,
USER00325,2023-12-02,Referral Partner Site,CAMP0021,Prospect,,,,,,India,Delaware,0.0,0.0,0.0,False,,"Sem problemas, Deal truth around less measure stage myself girl create easy report.",0.46,,,
USER00326,2024-10-26,Google Ads,CAMP0044,Buyer,Designer,Vasquez Ltd,Energy,SMB (11-50),,India,Wisconsin,0.0,0.0,0.0,False,,Resolveu meu problema! Your dream yard see investment realize open receive million a.,0.53,,,
USER00327,2024-02-11,Webinar Platform,CAMP0001,Buyer,Procurement Manager,"Spencer, Cox and Martin",General Manufacturing,Mid-Market (51-500),,Germany,Georgia,8893.22,0.0,8395.32,True,,,,,,
USER00328,2023-08-02,Google Display Network,CAMP0034,Supplier,Production Manager,"Kelly, Bennett and Bates Corp",Robotics & Automation,SMB (11-50),Usinagem CNC; Torneamento; Fresamento,Canada,,0.0,0.0,0.0,False,,Ruim. Reality respond idea teacher.,0.36,,,
USER00329,2022-03-08,Direct,,Supplier,Sales Rep,"Carroll, Soto and Doyle Solutions",Electronics,Large Enterprise (501-2000),Corte e Dobra de Chapas; Soldagem MIG/TIG,China,,0.0,32662.02,18761.99,True,,,,,,
USER00330,2022-06-22,LinkedIn Ads,CAMP0026,Prospect,,,,,,China,South Dakota,0.0,0.0,0.0,False,,Complicado. Perhaps offer view.,0.27,,,
USER00331,2022-03-30,Google Ads,CAMP0044,Buyer,R&D Specialist,Hart-Stanley,Electronics,SMB (11-50),,Germany,,24515.86,0.0,14231.03,True,2022-07-03,,,,,
USER00332,2023-05-28,LinkedIn Ads,CAMP0038,Supplier,Production Manager,Robles Ltd Solutions,Medical Devices,Startup (1-10),Usinagem CNC; Torneamento; Fresamento,India,Rhode Island,0.0,0.0,0.0,False,,,,,,
USER00333,2023-10-30,Referral Partner Site,CAMP0006,Buyer,Operations Manager,Jones Inc,Aerospace & Defense,Large Enterprise (501-2000),,Germany,Tennessee,4928.68,0.0,3328.25,True,2024-01-13,,,,,
USER00334,2023-12-26,SEO,CAMP0003,Supplier,Marketing Manager,"Fisher, Simpson and Lawrence Corp",Aerospace & Defense,Mid-Market (51-500),Injeção Plástica; Ferramentaria,Brazil,Georgia,0.0,0.0,0.0,False,,,,,,
USER00335,2023-08-10,LinkedIn Ads,CAMP0019,Buyer,Designer,Bradley-Guerrero,Robotics & Automation,Corporate (2000+),,USA,Louisiana,0.0,0.0,0.0,False,,,,,,
USER00336,2024-05-05,Google Display Network,CAMP0034,Buyer,R&D Specialist,Wallace and Sons,Construction Equipment,Corporate (2000+),,USA,Minnesota,0.0,0.0,0.0,False,,,,,,
USER00337,2025-05-20,LinkedIn Ads,CAMP0026,Buyer,Procurement Manager,"Frazier, Howard and Young",Robotics & Automation,Mid-Market (51-500),,Brazil,Wisconsin,0.0,0.0,0.0,False,,Péssimo. Guess play instead example view.,0.04,,,
USER00338,2024-06-15,Webinar Platform,CAMP0018,Buyer,Operations Manager,"Miller, Clayton and Kennedy",Aerospace & Defense,Startup (1-10),,USA,North Dakota,0.0,0.0,0.0,False,,,,,,
USER00339,2022-08-29,SEO,CAMP0029,Supplier,Business Owner,Harvey-Rodriguez LLC,Robotics & Automation,Startup (1-10),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Canada,Texas,0.0,0.0,0.0,False,,,,,,
USER00340,2024-12-14,Email,CAMP0012,Prospect,,,,,,USA,,0.0,0.0,0.0,False,,,,,,
USER00341,2024-04-09,Google Display Network,CAMP0034,Supplier,Sales Rep,Jenkins-Rivera Corp,Robotics & Automation,Corporate (2000+),Usinagem CNC; Torneamento; Fresamento,Germany,Iowa,0.0,33802.02,15895.4,True,,,,,,
USER00342,2023-10-24,Google Display Network,CAMP0017,Supplier,Sales Rep,Russo and Sons Solutions,Construction Equipment,Mid-Market (51-500),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Canada,,0.0,0.0,0.0,False,,,,,,
USER00343,2024-02-06,Email,,Buyer,Operations Manager,Daniels-Alvarado,Automotive,SMB (11-50),,USA,Rhode Island,9689.86,0.0,14683.73,True,,,,,,
USER00344,2022-04-14,Webinar Platform,CAMP0039,Buyer,Procurement Manager,Herrera-Hughes,Energy,Corporate (2000+),,USA,,21788.48,0.0,12940.15,True,,,,,,
USER00345,2024-10-07,Google Ads,CAMP0044,Buyer,Operations Manager,"Frazier, Williams and Farrell",Electronics,Mid-Market (51-500),,USA,,0.0,0.0,0.0,False,,,,,,
USER00346,2024-03-19,Email,CAMP0002,Supplier,Marketing Manager,Moore-Newman Corp,Electronics,Mid-Market (51-500),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Mexico,Montana,0.0,22538.83,8087.09,True,,,,,,
USER00347,2024-03-12,LinkedIn Ads,CAMP0009,Supplier,Sales Rep,Payne LLC Industries,Electronics,Startup (1-10),Injeção Plástica; Ferramentaria,Canada,,0.0,12920.59,7921.7,True,,,,,,
USER00348,2024-03-30,Google Display Network,,Buyer,Operations Manager,Wagner Inc,Electronics,SMB (11-50),,USA,Minnesota,0.0,0.0,0.0,False,,,,,,
USER00349,2022-09-25,Webinar Platform,CAMP0001,Buyer,Designer,"Oliver, Stewart and Hansen",Energy,Corporate (2000+),,Mexico,Arkansas,0.0,0.0,0.0,False,,,,,,
USER00350,2023-02-12,Google Ads,CAMP0040,Supplier,Marketing Manager,Mccoy-Jones Industries,General Manufacturing,Large Enterprise (501-2000),,Mexico,,0.0,13824.19,15453.53,True,,Difícil. Step something easy adult wind off mission from bank nature start.,0.48,,,
USER00351,2024-11-18,LinkedIn Ads,,Supplier,Business Owner,Harrison Group Corp,Electronics,Large Enterprise (501-2000),Usinagem CNC; Torneamento; Fresamento,India,Wisconsin,0.0,16040.72,18848.81,True,,Complicado. Require training lose quickly mouth toward.,0.25,,,
USER00352,2022-07-13,SEO,,Buyer,Procurement Manager,Schmidt-Perez,Electronics,Large Enterprise (501-2000),,USA,,0.0,0.0,0.0,False,,,,,,
USER00353,2022-05-02,SEO,CAMP0016,Supplier,Sales Rep,Berger PLC Manufacturing,Automotive,SMB (11-50),Usinagem CNC; Torneamento; Fresamento,India,West Virginia,0.0,38107.99,13371.61,True,,,,,,
USER00354,2023-02-09,Referral Partner Site,,Prospect,,,,,,Germany,,0.0,0.0,0.0,False,,Não gostei. Everyone laugh task though because later.,0.02,,,
USER00355,2023-04-03,LinkedIn Ads,,Buyer,Engineer,Lee Group,Robotics & Automation,SMB (11-50),,USA,Hawaii,0.0,0.0,0.0,False,,,,,,
USER00356,2023-04-02,Google Display Network,CAMP0017,Supplier,Production Manager,King PLC Corp,Electronics,SMB (11-50),"Impressão 3D (FDM, SLA); Prototipagem",India,,0.0,29060.51,19556.97,True,,,,,,
USER00357,2022-06-04,LinkedIn Ads,CAMP0043,Prospect,,,,,,India,South Dakota,0.0,0.0,0.0,False,,,,,,
USER00358,2025-02-04,Google Display Network,CAMP0010,Buyer,R&D Specialist,"Johnson, Sandoval and Ware",Construction Equipment,SMB (11-50),,India,Maryland,0.0,0.0,0.0,False,,,,,,
USER00359,2024-01-06,Google Display Network,CAMP0017,Prospect,,,,,,USA,South Dakota,0.0,0.0,0.0,False,,Resolveu meu problema! Business religious indicate war personal job because option hard describe senior.,0.54,,,
USER00360,2022-03-13,SEO,CAMP0022,Prospect,,,,,,India,,0.0,0.0,0.0,False,,,,,,
USER00361,2023-09-14,Google Ads,CAMP0049,Supplier,Sales Rep,Rosales-Randolph Corp,Aerospace & Defense,Large Enterprise (501-2000),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",USA,Alaska,0.0,4767.01,2486.55,True,,,,,,
USER00362,2024-03-30,Direct,,Supplier,Sales Rep,"Patterson, Green and Lambert LLC",Electronics,Corporate (2000+),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Germany,,0.0,11904.97,5616.45,True,,,,,,
USER00363,2024-03-17,LinkedIn Ads,CAMP0026,Prospect,,,,,,USA,,0.0,0.0,0.0,False,,,,,,
USER00364,2023-09-09,Referral Partner Site,,Buyer,Procurement Manager,"Douglas, Macias and Allen",Automotive,Mid-Market (51-500),,India,New Mexico,660.16,0.0,923.8,True,,,,,,
USER00365,2024-01-22,LinkedIn Ads,CAMP0019,Supplier,Business Owner,Carroll-Montes Corp,Construction Equipment,Mid-Market (51-500),,USA,Mississippi,0.0,0.0,0.0,False,,,,,,
USER00366,2023-12-27,LinkedIn Ads,CAMP0019,Prospect,,,,,,Canada,Hawaii,0.0,0.0,0.0,False,,,,,,
USER00367,2025-05-10,Google Ads,CAMP0049,Buyer,Designer,Mitchell Ltd,Automotive,SMB (11-50),,Mexico,Idaho,0.0,0.0,0.0,False,,,,,,
USER00368,2023-07-03,Referral Partner Site,CAMP0021,Buyer,Operations Manager,"Salazar, Richardson and Mayo",Electronics,Large Enterprise (501-2000),,China,Hawaii,0.0,0.0,0.0,False,,,,,,
USER00369,2024-12-11,Referral Partner Site,CAMP0025,Supplier,Production Manager,"Le, Deleon and Tucker Manufacturing",Aerospace & Defense,Large Enterprise (501-2000),Corte e Dobra de Chapas; Soldagem MIG/TIG,China,,0.0,18511.73,6243.45,True,,,,,,
USER00370,2022-12-08,Email,CAMP0015,Buyer,Designer,Hawkins LLC,Energy,Corporate (2000+),,China,Delaware,0.0,0.0,0.0,False,,,,,,
USER00371,2022-08-01,Google Ads,CAMP0044,Buyer,Designer,"Spencer, Johnson and George",Aerospace & Defense,Startup (1-10),,Brazil,,17249.47,0.0,11663.99,True,,,,,,
USER00372,2023-07-01,Google Ads,CAMP0050,Buyer,Operations Manager,Edwards PLC,Construction Equipment,Startup (1-10),,USA,,18164.47,0.0,13097.48,True,,,,,,
USER00373,2023-02-03,SEO,CAMP0029,Prospect,,,,,,Germany,,0.0,0.0,0.0,False,,,,,,
USER00374,2024-07-02,SEO,CAMP0041,Buyer,R&D Specialist,Potter-Martin,General Manufacturing,Corporate (2000+),,Canada,Arkansas,19101.58,0.0,13787.4,True,2024-12-24,,,,,
USER00375,2023-01-29,Google Display Network,,Buyer,R&D Specialist,"Gardner, Sandoval and Clark",Aerospace & Defense,SMB (11-50),,Canada,,11844.32,0.0,11527.39,True,,,,,,
USER00376,2024-04-14,SEO,CAMP0003,Buyer,Designer,"Brown, Walters and Kim",Automotive,Startup (1-10),,Brazil,New York,0.0,0.0,0.0,False,,,,,,
USER00377,2023-07-06,Email,CAMP0028,Prospect,,,,,,Brazil,,0.0,0.0,0.0,False,,Fácil de usar! Common yet prepare work analysis three team young during knowledge order two although fire plant.,0.96,,,
USER00378,2024-05-30,Google Display Network,CAMP0014,Buyer,Procurement Manager,"Turner, Armstrong and Simmons",Automotive,Mid-Market (51-500),,Canada,Montana,723.21,0.0,986.52,True,,Adorei! Box list sometimes third feel most.,0.68,,,
USER00379,2024-03-21,Direct,,Buyer,R&D Specialist,Wright-Ward,Medical Devices,Corporate (2000+),,China,,0.0,0.0,0.0,False,,,,,,
USER00380,2023-01-25,Organic Search,,Buyer,Operations Manager,Watson-Morales,General Manufacturing,Mid-Market (51-500),,USA,Michigan,11950.99,0.0,7814.13,True,,Lento. Next world my court herself remain light dog far guy season how happen professor to.,0.11,,,
USER00381,2023-03-23,Email,CAMP0015,Supplier,Marketing Manager,"Henry, Rodriguez and Patterson Solutions",Medical Devices,Large Enterprise (501-2000),Usinagem CNC; Torneamento; Fresamento,Mexico,,0.0,0.0,0.0,False,,,,,,
USER00382,2023-07-10,Email,CAMP0028,Supplier,Sales Rep,"Garcia, Rivera and Torres Manufacturing",General Manufacturing,Mid-Market (51-500),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Mexico,Wisconsin,0.0,2122.73,1520.04,True,,Excelente! Nice try than resource couple agency hair spend.,0.59,,,
USER00383,2022-05-15,SEO,CAMP0042,Buyer,Procurement Manager,King LLC,Construction Equipment,SMB (11-50),,Brazil,New Mexico,0.0,0.0,0.0,False,,"Normal, Film spring all court.",0.59,,,
USER00384,2022-06-13,SEO,CAMP0003,Supplier,Production Manager,"Hampton, Cox and Robinson Manufacturing",Medical Devices,Corporate (2000+),Injeção Plástica; Ferramentaria,Brazil,,0.0,0.0,0.0,False,,Muito bom! Girl nearly indeed here civil reveal our sound movement heart.,0.76,,,
USER00385,2022-09-29,Google Display Network,CAMP0032,Supplier,Marketing Manager,"Harris, Allen and Garcia Corp",Aerospace & Defense,Mid-Market (51-500),Corte e Dobra de Chapas; Soldagem MIG/TIG,Mexico,,0.0,12541.84,9917.12,True,,,,,,
USER00386,2025-04-09,LinkedIn Ads,CAMP0038,Prospect,,,,,,USA,Oklahoma,0.0,0.0,0.0,False,,,,,,
USER00387,2024-08-07,Google Display Network,CAMP0014,Supplier,Sales Rep,Lam-Kaiser Industries,Electronics,Corporate (2000+),,China,,0.0,0.0,0.0,False,,,,,,
USER00388,2023-11-11,SEO,CAMP0013,Buyer,Engineer,"Acosta, Lewis and Pruitt",Construction Equipment,Large Enterprise (501-2000),,Mexico,Louisiana,3875.68,0.0,4239.38,True,2023-11-14,Não funciona. Choice partner prove child respond lose machine attack site various no security citizen top man past.,0.18,,,
USER00389,2022-11-23,Email,CAMP0012,Prospect,,,,,,Canada,South Dakota,0.0,0.0,0.0,False,,,,,,
USER00390,2023-07-03,Webinar Platform,CAMP0018,Supplier,Sales Rep,Wiggins-Martin Solutions,Electronics,Large Enterprise (501-2000),"Impressão 3D (FDM, SLA); Prototipagem",Mexico,Arkansas,0.0,20283.87,8278.79,True,,,,,,
USER00391,2025-05-15,Email,CAMP0023,Supplier,Sales Rep,Cantrell Inc Solutions,Electronics,Corporate (2000+),Corte e Dobra de Chapas; Soldagem MIG/TIG,USA,Maine,0.0,0.0,0.0,False,,Decepcionado. Boy catch task position outside.,0.1,,,
USER00392,2023-06-23,Google Ads,CAMP0031,Buyer,Procurement Manager,Villarreal-Morse,Electronics,SMB (11-50),,Mexico,Wisconsin,19912.97,0.0,13613.24,True,2023-08-31,,,,,
USER00393,2025-01-31,SEO,CAMP0016,Prospect,,,,,,China,Oklahoma,0.0,0.0,0.0,False,,,,,,
USER00394,2024-05-20,Google Display Network,,Buyer,Engineer,Sweeney and Sons,Electronics,Startup (1-10),,USA,Nebraska,15785.0,0.0,11061.96,True,,,,,,
USER00395,2022-06-23,SEO,CAMP0030,Buyer,Procurement Manager,"Murray, James and Graham",Automotive,SMB (11-50),,Brazil,Arizona,0.0,0.0,0.0,False,,Lento. Million start establish do explain.,0.18,,,
USER00396,2024-08-02,Google Display Network,CAMP0014,Buyer,Operations Manager,Phillips and Sons,Electronics,Large Enterprise (501-2000),,Canada,Tennessee,10034.15,0.0,14562.3,True,,Ótimo! Last marriage vote really interest including town senior affect voice market team several different should prepare.,0.5,,,
USER00397,2023-02-08,Referral Partner Site,CAMP0007,Supplier,Production Manager,"Gordon, Kim and Phelps LLC",Energy,Corporate (2000+),Corte e Dobra de Chapas; Soldagem MIG/TIG,Mexico,,0.0,0.0,0.0,False,,,,,,
USER00398,2024-09-08,Email,CAMP0012,Supplier,Production Manager,Horton LLC Manufacturing,Automotive,SMB (11-50),,Canada,Oregon,0.0,38781.37,14287.79,True,,,,,,
USER00399,2024-11-22,Google Display Network,CAMP0014,Supplier,Sales Rep,Davidson-Smith Solutions,General Manufacturing,Corporate (2000+),,Brazil,Wyoming,0.0,50898.86,17784.4,True,,,,,,
USER00400,2024-04-15,Google Ads,,Buyer,Procurement Manager,"Cunningham, Rogers and Gross",Construction Equipment,SMB (11-50),,India,Michigan,13606.58,0.0,9728.59,True,,,,,,
USER00401,2024-04-08,Google Display Network,,Prospect,,,,,,Mexico,Texas,0.0,0.0,0.0,False,,,,,,
USER00402,2022-05-26,SEO,,Buyer,R&D Specialist,"Brewer, Rich and Palmer",General Manufacturing,Mid-Market (51-500),,China,Maine,21218.97,0.0,14730.6,True,,,,,,
USER00403,2022-06-23,LinkedIn Ads,CAMP0043,Supplier,Sales Rep,Walsh-Powell Solutions,Automotive,Large Enterprise (501-2000),Corte e Dobra de Chapas; Soldagem MIG/TIG,India,,0.0,0.0,0.0,False,,,,,,
USER00404,2023-04-29,Direct,,Buyer,R&D Specialist,Garrett-Jackson,Aerospace & Defense,Mid-Market (51-500),,Brazil,,0.0,0.0,0.0,False,,,,,,
USER00405,2022-02-14,LinkedIn Ads,CAMP0043,Supplier,Business Owner,"Mccoy, Johnson and Owens LLC",Automotive,Startup (1-10),,Canada,,0.0,0.0,0.0,False,,,,,,
USER00406,2024-11-16,Webinar Platform,,Supplier,Production Manager,"Kelley, Tucker and Holland Corp",Construction Equipment,SMB (11-50),Corte e Dobra de Chapas; Soldagem MIG/TIG,India,Maine,0.0,24771.89,16092.67,True,,Recomendo! Maybe describe plan letter recently both plan today American reflect city begin right father maybe full wear western story.,0.86,,,
USER00407,2022-11-14,SEO,CAMP0013,Buyer,Designer,"Hickman, Smith and Mills",Medical Devices,Large Enterprise (501-2000),,USA,Arkansas,0.0,0.0,0.0,False,,,,,,
USER00408,2025-01-15,LinkedIn Ads,CAMP0004,Supplier,Sales Rep,Barnett PLC LLC,Aerospace & Defense,Corporate (2000+),"Impressão 3D (FDM, SLA); Prototipagem",China,Alabama,0.0,0.0,0.0,False,,Adorei! The executive list ago person most him society I political.,0.94,,,
USER00409,2022-04-12,SEO,CAMP0022,Buyer,Operations Manager,"Wells, Mckinney and Gonzalez",Aerospace & Defense,Large Enterprise (501-2000),,Germany,Maryland,0.0,0.0,0.0,False,,Excelente! New know condition want charge two film billion.,0.76,,,
USER00410,2025-01-03,Referral Partner Site,CAMP0021,Supplier,Sales Rep,Price-Miles LLC,Robotics & Automation,Large Enterprise (501-2000),Injeção Plástica; Ferramentaria,China,New Mexico,0.0,32476.46,16691.18,True,,,,,,
USER00411,2022-07-07,Email,CAMP0045,Buyer,R&D Specialist,Blake PLC,Automotive,Mid-Market (51-500),,Brazil,Ohio,0.0,0.0,0.0,False,,,,,,
USER00412,2023-06-25,Webinar Platform,CAMP0039,Buyer,Designer,Torres LLC,Aerospace & Defense,Mid-Market (51-500),,Mexico,Florida,6253.51,0.0,4852.37,True,,Não gostei. Thing Mrs thus four become spring personal let after maybe house miss system condition power deal.,0.08,,,
USER00413,2024-07-21,LinkedIn Ads,,Prospect,,,,,,India,South Dakota,0.0,0.0,0.0,False,,Não gostei. Political idea great management building gas reflect hold range identify film road material capital member.,0.24,,,
USER00414,2023-08-22,Google Display Network,CAMP0034,Supplier,Sales Rep,Carson-Young Corp,Construction Equipment,SMB (11-50),"Impressão 3D (FDM, SLA); Prototipagem",Mexico,,0.0,18290.42,8736.55,True,,,,,,
USER00415,2022-12-30,LinkedIn Ads,CAMP0043,Buyer,Operations Manager,White LLC,Energy,SMB (11-50),,Mexico,Utah,0.0,0.0,0.0,False,,,,,,
USER00416,2023-09-26,Google Display Network,CAMP0017,Supplier,Business Owner,Rice-Green Industries,Energy,Corporate (2000+),Usinagem CNC; Torneamento; Fresamento,Canada,Missouri,0.0,0.0,0.0,False,,,,,,
USER00417,2024-01-30,Google Ads,CAMP0031,Supplier,Sales Rep,Bailey-Johnson Solutions,Robotics & Automation,Mid-Market (51-500),Corte e Dobra de Chapas; Soldagem MIG/TIG,India,,0.0,32204.58,18893.83,True,2024-06-03,,,,,
USER00418,2024-03-13,SEO,CAMP0037,Buyer,Procurement Manager,Burnett Ltd,General Manufacturing,SMB (11-50),,Canada,Nevada,0.0,0.0,0.0,False,,,,,,
USER00419,2024-12-20,Google Display Network,,Prospect,,,,,,Germany,Arizona,0.0,0.0,0.0,False,,,,,,
USER00420,2024-09-04,Webinar Platform,CAMP0024,Prospect,,,,,,Brazil,Wyoming,0.0,0.0,0.0,False,,,,,,
USER00421,2022-04-08,SEO,CAMP0016,Prospect,,,,,,Canada,Indiana,0.0,0.0,0.0,False,,,,,,
USER00422,2025-02-09,Email,CAMP0045,Buyer,Operations Manager,Fowler-Holt,General Manufacturing,Corporate (2000+),,China,,0.0,0.0,0.0,False,,,,,,
USER00423,2023-02-25,Referral Partner Site,CAMP0025,Buyer,R&D Specialist,Jones-Smith,Medical Devices,Corporate (2000+),,USA,Arkansas,21590.41,0.0,12150.93,True,,Péssimo. Attorney great natural anything together throughout example maybe yeah tend beyond week.,0.45,,,
USER00424,2022-08-07,Google Display Network,CAMP0034,Buyer,R&D Specialist,Peterson LLC,Automotive,Mid-Market (51-500),,Mexico,Alabama,0.0,0.0,0.0,False,,,,,,
USER00425,2023-06-16,SEO,CAMP0003,Supplier,Marketing Manager,"Thomas, Gibson and Huang Industries",Electronics,Startup (1-10),"Impressão 3D (FDM, SLA); Prototipagem",China,New Mexico,0.0,0.0,0.0,False,,,,,,
USER00426,2022-11-19,Referral Partner Site,CAMP0007,Prospect,,,,,,Brazil,Kentucky,0.0,0.0,0.0,False,,,,,,
USER00427,2024-01-17,Google Ads,CAMP0047,Buyer,R&D Specialist,"Joyce, Romero and Dixon",Automotive,SMB (11-50),,Canada,,10788.0,0.0,9977.02,True,,"Sem problemas, Bit whatever much second at beat.",0.59,,,
USER00428,2022-05-27,Direct,,Buyer,R&D Specialist,Phillips-Pace,Construction Equipment,Mid-Market (51-500),,China,Missouri,1765.98,0.0,2432.37,True,,,,,,
USER00429,2025-02-16,Email,,Supplier,Production Manager,Thomas PLC Manufacturing,Energy,Mid-Market (51-500),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",India,Vermont,0.0,0.0,0.0,False,,,,,,
USER00430,2022-03-28,Email,CAMP0023,Buyer,Operations Manager,Simpson Inc,Construction Equipment,Mid-Market (51-500),,USA,,0.0,0.0,0.0,False,,Não gostei. Still clear beat whose light city structure.,0.13,,,
USER00431,2023-02-25,Google Display Network,,Buyer,Operations Manager,Smith-Kelly,General Manufacturing,SMB (11-50),,Canada,Washington,0.0,0.0,0.0,False,,,,,,
